phrase,code
switch on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
switch Philips hue lamp in room 4.443 to on state .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
switch on power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn on power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn power on of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
set power on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
Philips hue lamp in room 4.443 power on .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
activate Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', on);"
deactivate Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', off);"
power up Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', on);"
power down Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', off);"
switch off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch Philips hue lamp in room 4.443 to off state .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch off power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn off power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn power off of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
set power off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
Philips hue lamp in room 4.443 power off .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
switch Philips hue lamp in IoT lab to on state .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
switch on power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn on power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn power on of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
set power on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
Philips hue lamp in IoT lab power on .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
activate Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
deactivate Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
power up Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
power down Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
switch off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch Philips hue lamp in IoT lab to off state .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch off power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn off power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn power off of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
set power off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
Philips hue lamp in IoT lab power off .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
switch hue lamp in the kitchen to on state .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
switch on power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn on power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn power on of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
set power on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
hue lamp in the kitchen power on .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
activate hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', on);"
deactivate hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', off);"
power up hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', on);"
power down hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', off);"
switch off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch hue lamp in the kitchen to off state .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch off power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn off power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn power off of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
set power off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
hue lamp in the kitchen power off .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
switch Philips hue owned by Zhou to on state .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
switch on power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn on power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn power on of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
set power on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
Philips hue owned by Zhou power on .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
activate Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', on);"
deactivate Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', off);"
power up Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', on);"
power down Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', off);"
switch off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch Philips hue owned by Zhou to off state .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch off power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn off power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn power off of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
set power off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
Philips hue owned by Zhou power off .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
switch Philips hue from Michael to on state .,"philipshue(light, None, Michael).writeProperty('power', 1);"
switch on power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn on power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn power on of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
set power on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
Philips hue from Michael power on .,"philipshue(light, None, Michael).writeProperty('power', 1);"
activate Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', on);"
deactivate Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', off);"
power up Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', on);"
power down Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', off);"
switch off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch Philips hue from Michael to off state .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch off power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn power off of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
set power off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
Philips hue from Michael power off .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
switch Daniel's Philips hue to on state .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
switch on power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn on power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn power on of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
set power on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
Daniel's Philips hue power on .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
activate Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', off);"
power up Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', on);"
power down Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', off);"
switch off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch Daniel's Philips hue to off state .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch off power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn power off of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
set power off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
Daniel's Philips hue power off .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
update Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
modify Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255})"
reduce brightness of philips color lamp slowly to ten percent in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce brightness of philips hue lamp in iot lab slowly to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
decrease the brightness of philips hue lamp in iot lab slowly to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
decrease the brightness of philips's hue lamp in the iot lab gradually to 10 percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
the brightness of the philips hue lamp in the iot lab gradually to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce the brightness of philips's hue lamp in the iot lab gradually to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
the brightness of the philips hue lamp in the iot lab slowly fades to 10 percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
fade the brightness of philips's hue lamp in the iot lab slowly to ten percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
reduce the brightness of philips's hue lamp in the iot lab gradually to 10 percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 25);"
dimming philips's hue lamp in iot lab to twenty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
dim philips's hue lamp in iot lab to twenty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
dimming the brightness of philips's hue lamp in the iot lab to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
the brightness of philips's hue lamp in the iot lab to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
dim the brightness of philips's hue lamp in the iot lab to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
adjust the brightness of philips hue lamp in iot lab slowly to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
adjust brightness of philips hue lamp in iot lab slowly to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
adjust the brightness of the philips hue lamp in the iot lab gradually to twenty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce brightness of philips color lamp gradually to twenty percent in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce the brightness of philips hue lamp in iot lab gradually to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce brightness of philips hue lamp in iot lab gradually to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce the philips hue lamp in the iot lab slowly to twenty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce brightness of philips color lamp slowly to twenty percent in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
decrease the brightness of philips hue lamp in iot lab slowly to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce brightness of philips hue lamp in iot lab slowly to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
decrease the brightness of philips's hue lamp in the iot lab gradually to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
the brightness of the philips hue lamp in the iot lab gradually to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce the brightness of the philips hue lamp in the iot lab gradually to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
slowly lower the philips hue lamp in the iot lab to 20 percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
the brightness of the philips hue lamp in the iot lab slowly fades to 20 percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
fade the brightness of philips's hue lamp in the iot lab slowly to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
reduce the brightness of philips's hue lamp in the iot lab gradually to twenty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 50);"
dim philips color lamp in the iot lab to quarter brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
dimming of the philips hue lamp in the iot lab to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
the brightness of the philips hue lamp in the iot lab to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
reduce brightness of philips color lamp slowly to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
adjust the brightness of the philips hue lamp in the iot lab gradually to quarter brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
adjust philips's hue lamp in the iot lab's brightness gradually to quarter brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
gradually reduce the brightness of philips hue lamp in the iot lab to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
reduce the brightness of philips hue lamp in the iot lab gradually to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
reduce philips's hue lamp slowly to quarter brightness in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
reduce the philips hue lamp in the iot lab slowly to quarter brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
reduce brightness of philips hue lamp in iot lab slowly to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
gradually reduce the philips hue lamp in the iot lab to quarter brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
decrease the philips hue lamp in the iot lab gradually to quarter brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
the brightness of the philips hue lamp in the iot lab gradually decreases to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
reduce the brightness of the philips hue lamp in the iot lab gradually to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
the brightness of the philips hue lamp in the iot lab slowly fades to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
fade the brightness of philips's hue lamp in the iot lab slowly to quarter,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
reduce the brightness of philips's hue lamp in the iot lab gradually to quarter brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 64);"
dim philips's hue lamp in iot lab to thirty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
dimming the brightness of philips's hue lamp in the iot lab to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
the brightness of philips's hue lamp in the iot lab to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
dim the brightness of philips's hue lamp in the iot lab to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
adjust the brightness of philips hue lamp in iot lab slowly to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
adjust brightness of philips hue lamp in iot lab slowly to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
adjust the brightness of the philips hue lamp in the iot lab gradually to thirty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips color lamp gradually to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of philips hue lamp in iot lab gradually to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips hue lamp in iot lab gradually to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the philips hue lamp in the iot lab slowly to thirty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips color lamp slowly to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
decrease the brightness of philips hue lamp in iot lab slowly to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips hue lamp in iot lab slowly to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
decrease the brightness of philips hue lamp in the iot lab gradually to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
the brightness of the philips hue lamp in the iot lab gradually decreased to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of the philips hue lamp in the iot lab gradually to 30 percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
the brightness of the philips hue lamp in the iot lab slowly fades to 30 ,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
fade the brightness of philips's hue lamp in the iot lab slowly to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of philips's hue lamp in the iot lab gradually to thirty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
dim the philips color light in the iot lab to a third brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
dim philips' hue lamp in iot lab to a third brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
the brightness of philips's hue lamp in the iot lab to one third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips color lamp slowly to a third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
adjust the brightness of the philips hue lamp in the iot lab slowly to one third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
adjust the brightness of the philips hue lamp in the iot lab gradually to a third brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips color lamp in the iot lab gradually to one third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of philips hue lamp in iot lab gradually to a third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips hue lamp in iot lab gradually to a third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce philips's hue lamp slowly to a third brightness in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the philips hue lamp slowly to a third brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of the philips hue lamp in the iot lab slowly to one third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of philips hue lamp in iot lab slowly to a third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
gradually reduce the philips hue lamp in the iot lab to one third brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
decrease the philips hue lamp in the iot lab gradually to a third brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
the brightness of the philips hue lamp in the iot lab gradually drops to one third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of the philips hue lamp in the iot lab gradually to a third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
slowly lower the philips hue lamp in the iot lab to one third brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
the brightness of the philips hue lamp in the iot lab slowly fades to a third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce brightness of philips hue lamp in iot lab slowly to a third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
reduce the brightness of the philips hue lamp in the iot lab gradually to one third,"philipshue(light, IoT_lab, None).invokeAction('dim', 75);"
adjust the brightness of the philips hue lamp in the iot lab gradually to fourty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce brightness of philips color lamp in the iot lab gradually to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce the brightness of philips hue lamp in the iot lab gradually to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce the philips hue lamp slowly to fourty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce the brightness of the philips hue lamp in the iot lab slowly to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce the brightness of philips hue lamp in iot lab slowly to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
decrease the brightness of philips's hue lamp in the iot lab gradually to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
the brightness of the philips hue lamp in the iot lab gradually decreased to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce the philips hue lamp in the iot lab slowly to fourty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce the brightness of philips's hue lamp in the iot lab slowly to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
reduce the brightness of philips's hue lamp in the iot lab gradually to fourty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 100);"
dim philips's hue lamp in iot lab to fifty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
dimming the brightness of philips's hue lamp in the iot lab to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
the brightness of philips's hue lamp in the iot lab to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
dim the brightness of philips's hue lamp in the iot lab to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
adjust the brightness of philips hue lamp in iot lab slowly to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
adjust brightness of philips hue lamp in iot lab slowly to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
adjust the brightness of the philips hue lamp in the iot lab gradually to fifty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
gradually reduce the brightness of philips hue lamp in iot lab to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce the brightness of philips hue lamp in iot lab gradually to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce brightness of philips hue lamp in iot lab gradually to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce philips's hue lamp slowly to fifty percent brightness in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce the philips hue lamp in the iot lab slowly to fifty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce brightness of philips color lamp slowly to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
decrease the brightness of philips hue lamp in iot lab slowly to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce brightness of philips hue lamp in iot lab slowly to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
decrease the brightness of philips hue lamp in the iot lab gradually to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
the brightness of the philips hue lamp in the iot lab gradually to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce the brightness of philips's hue lamp in the iot lab gradually to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
slowly lower the philips hue lamp in the iot lab to fifty percent brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
the brightness of the philips hue lamp in the iot lab slowly fades to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
fade the brightness of philips's hue lamp in the iot lab slowly to fifty percent,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
dim philips color lamp in the iot lab to half brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
dim the philips hue lamp in the iot lab to half brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
the brightness of philips's hue lamp in the iot lab is half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
dimming the brightness of philips's hue lamp in the iot lab to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
dim the brightness of philips hue lamp in iot lab to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce brightness of philips color lamp slowly to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
adjust the brightness of the philips hue lamp in the iot lab gradually to half brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce brightness of philips color lamp gradually to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce the brightness of philips hue lamp in iot lab gradually to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce brightness of philips hue lamp in iot lab gradually to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce philips's hue lamp slowly to half brightness in iot lab,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce the philips hue lamp slowly to half brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
reduce brightness of philips hue lamp in iot lab slowly to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
decrease the brightness of philips hue lamp in iot lab slowly to half,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
gradually reduce the philips hue lamp in the iot lab to half brightness,"philipshue(light, IoT_lab, None).invokeAction('dim', 127);"
