phrase,code
switch on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
switch govee lamp in room 4.443 to on state .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
switch on power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn on power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn power on of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
set power on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
govee lamp in room 4.443 power on .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
activate govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', on);"
deactivate govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', off);"
power up govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', on);"
power down govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', off);"
switch off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch govee lamp in room 4.443 to off state .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch off power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn off power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn power off of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
set power off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
govee lamp in room 4.443 power off .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
switch govee lamp in IoT lab to on state .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
switch on power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn on power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn power on of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
set power on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
govee lamp in IoT lab power on .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
activate govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', on);"
deactivate govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', off);"
power up govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', on);"
power down govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', off);"
switch off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch govee lamp in IoT lab to off state .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch off power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn off power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn power off of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
set power off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
govee lamp in IoT lab power off .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
switch govee lamp in the kitchen to on state .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
switch on power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn on power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn power on of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
set power on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
govee lamp in the kitchen power on .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
activate govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
deactivate govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
power up govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
power down govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
switch off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch govee lamp in the kitchen to off state .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch off power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn power off of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
set power off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
govee lamp in the kitchen power off .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch govee lamp owned by Zhou to on state .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn power on of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
set power on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
govee lamp owned by Zhou power on .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
activate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
deactivate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
power up govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
power down govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
switch off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch govee lamp owned by Zhou to off state .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn power off of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
set power off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
govee lamp owned by Zhou power off .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch govee lamp from Michael to on state .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn power on of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
set power on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
govee lamp from Michael power on .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
activate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
deactivate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
power up govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
power down govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
switch off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch govee lamp from Michael to off state .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn power off of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
set power off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
govee lamp from Michael power off .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch Daniel's govee lamp to on state .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn power on of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
set power on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
Daniel's govee lamp power on .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
activate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
power up Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
power down Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
switch off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch Daniel's govee lamp to off state .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn power off of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
set power off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
Daniel's govee lamp power off .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
update govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
modify govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255})"
i'd like to have a color lamp in the kitchen gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i want the color lamp in the kitchen gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
i want the lamp in the kitchen to be gray,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:128});"
switch to black the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
change the color lamp in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
switch the lamp in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
change the color of the color lamp in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
change the lamp in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
change the color of the light in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
set the lamp color in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
update the kitchen lamp to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
update the color lamp in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
adjust the lamp color in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
make the lamp black in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0})"
make a color lamp in the kitchen black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0})"
make a lamp in the kitchen black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0})"
change the lamp in the kitchen color to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0})"
convert the lamp color in the kitchen to black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
make a black govee lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
make the lamp in the kitchen black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
make black the color of the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
i'd like black color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
i want black color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
i'd like to have a color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
i'd like a lamp in the kitchen color black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
i'd like to have a color lamp in the kitchen color black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
i want the govee lamp in the kitchen black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
i want the lamp in the kitchen to be black,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:0, blue:0});"
switch the light in the kitchen to red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
change the light in the kitchen to red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
change the color lamp in the kitchen to red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
change the lamp in the kitchen to red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
update the kitchen lamp to red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
adjust the lamp color in the kitchen to red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
make a lamp in the kitchen red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0})"
convert the lamp color in the kitchen to red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
make a color lamp in the kitchen red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
make the color lamp in the kitchen red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
make red the color of the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
i want red color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
i want a red color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
i want red color on the color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
i'd like a color lamp in the kitchen red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
i'd like to have a color lamp in the kitchen red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
i want the color lamp in the kitchen red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
i want the lamp in the kitchen color red,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:0, blue:0});"
switch to the color of the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
switch the color lamp in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
change the lamp in the kitchen color to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
change the lamp in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
set the lamp in the kitchen color to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
bring up the color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
bring the lamp in the kitchen color to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
bring up the lamp in the kitchen color to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
update the color lamp in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
adjust the lamp color in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
adjust the color of the lamp in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
change the color lamp in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0})"
modify the color lamp in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0})"
switch the light in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
switch the color of the lamp in the kitchen to maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
color of the lamp in the kitchen maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
make the lamp in the kitchen maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
make the color of the lamp in the kitchen maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i'd like a maroon color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i'd like to have a maroon color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i want a maroon color on the light in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i want a maroon color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i want maroon color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i'd like a color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i want the color lamp in the kitchen to be maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
i want the lamp in the kitchen to be maroon,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:0, blue:0});"
switch to yellow the govee lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
switch the color lamp in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
change the govee lamp in the kitchen color to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
change the color of the color lamp in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
put a color lamp in the kitchen color to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
put a lamp in the kitchen color to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
set the color lamp in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
change the lamp color in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
update the color lamp in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
update the lamp in the kitchen color to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
adjust the color of the light in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
make a color lamp in the kitchen yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0})"
make the color lamp in the kitchen yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0})"
convert the color of the lamp in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
change the color lamp in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
change the lamp in the kitchen to yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i'd like a yellow color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i'd like yellow color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i want yellow on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i want yellow color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i'd like a yellow lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i'd like to have a yellow lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i want the color lamp in the kitchen to be yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
i want the govee lamp in the kitchen color yellow,"goveelamp(light, kitchen, None).writeProperty('color', {red:255, green:255, blue:0});"
change the lamp color in the kitchen to olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
change the color lamp in the kitchen to olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
switch the lamp in the kitchen color to olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
put a lamp in the kitchen olive color,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
put a color lamp in the kitchen olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
place the lamp in the kitchen olive color,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
change the light in the kitchen color to olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0})"
switch the light in the kitchen to olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
make the lamp olive in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
make olive the color of the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
make the lamp in the kitchen olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i'd like olive on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i'd like olive color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i want olive on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i want olive color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i'd like a lamp in the kitchen olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i'd like to have a lamp in the kitchen olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i want the govee lamp in the kitchen olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
i want the lamp in the kitchen to be olive,"goveelamp(light, kitchen, None).writeProperty('color', {red:128, green:128, blue:0});"
switch color to lime for the color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
switch to lime for the color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
switch to lime color for the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
change the lamp color in the kitchen to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
switch to lime the color lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
change the color of the kitchen lamp to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
set the lamp to lime in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
update the color of the kitchen lamp to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
adjust the lamp color in the kitchen to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
adjust the color of the lamp in the kitchen to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
change the color lamp in the kitchen to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0})"
change the lamp in the kitchen color to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0})"
change the color of the color lamp in the kitchen to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
change the light in the kitchen to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
change the lamp in the kitchen to lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
make lime the color of the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
i'd like a lime color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
i'd like lime color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
i want a lime color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
i want lime color on the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
i want the lamp in the kitchen to be lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
i'd like a color lamp in the kitchen lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
i'd like to have a color lamp in the kitchen lime,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:255, blue:0});"
switch to green the lamp in the kitchen,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
change the lamp in the kitchen to green,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch the color lamp in the kitchen to green,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
change the color of the kitchen lamp to green,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
switch the lamp color in the kitchen to green,"goveelamp(light, kitchen, None).writeProperty('color', {red:0, green:128, blue:0} );"
